version,size,arr0,arr1,arr2,arr3,time_alloc,time_init,time_seq_baseline,time_thread_create,time_compute,time_thread_join,time_cleanup,time_total,verification,user
parallel_local_accum,1000000,900000,900000,900000,900000,0.000066,0.018053,0.0,0.000000,0.002023,0.000943,0.000000,0.021085,PASS,ea24205
sequential,10000000,9000000,9000000,9000000,9000000,0.000069,0.112702,0.0,0.0,0.020760,0.0,0.0,0.139729,PASS,ea24205
parallel_unpadded,10000000,9000000,9000000,9000000,9000000,0.000130,0.130859,0.0,0.000000,0.029697,0.006297,0.000000,0.166983,PASS,ea24205
parallel_padded,10000000,9000000,9000000,9000000,9000000,0.000074,0.121897,0.0,0.000000,0.025651,0.006408,0.000000,0.154030,PASS,ea24205
parallel_local_accum,10000000,9000000,9000000,9000000,9000000,0.000047,0.123414,0.0,0.000000,0.011461,0.006235,0.000000,0.141157,PASS,ea24205
sequential,50000000,45000000,45000000,45000000,45000000,0.000054,0.524159,0.0,0.0,0.105000,0.0,0.0,0.656872,PASS,ea24205
parallel_unpadded,50000000,45000001,45000000,45000000,45000000,0.000047,0.605754,0.0,0.000000,0.269578,0.027385,0.000000,0.902764,PASS,ea24205
parallel_padded,50000000,45000000,45000000,45000000,45000000,0.000045,0.605838,0.0,0.000000,0.173590,0.027347,0.000000,0.806820,PASS,ea24205
parallel_local_accum,50000000,45000000,45000000,45000000,45000000,0.000044,0.605340,0.0,0.000000,0.045765,0.027354,0.000000,0.678503,PASS,ea24205
sequential,100000000,90000000,90000000,90000000,90000000,0.000052,1.053501,0.0,0.0,0.209760,0.0,0.0,1.317139,PASS,ea24205
parallel_unpadded,100000000,90000000,90000001,90000000,90000000,0.000046,1.219425,0.0,0.000000,0.270034,0.053597,0.000000,1.543102,PASS,ea24205
parallel_padded,100000000,90000000,90000000,90000000,90000000,0.000045,1.218914,0.0,0.000000,0.148060,0.054510,0.000000,1.421529,PASS,ea24205
parallel_local_accum,100000000,90000000,90000000,90000000,90000000,0.000045,1.224917,0.0,0.000000,0.085288,0.053720,0.000000,1.363970,PASS,ea24205
