user,threads,trans,scheme,accounts,query_pct,seq_ms,par_ms,speedup_pct
marr,8,20000,rwlock,100,10,1.3137999999999999,15.708,-91.63610898905017
marr,8,20000,coarse,100,50,1.4102,18.2062,-92.25428700113149
marr,8,20000,fine,100,50,1.4102,11.661000000000001,-87.90669753880456
marr,8,20000,rwlock,100,50,1.4102,19.1416,-92.63279976595477
marr,8,20000,coarse,100,90,1.347,13.33,-89.89497374343586
marr,8,20000,fine,100,90,1.347,13.2938,-89.86745701003476
marr,8,20000,rwlock,100,90,1.347,25.45,-94.70726915520629
marr,8,20000,coarse,1000,10,1.1426,3.5196,-67.53608364586884
marr,8,20000,fine,1000,10,1.1426,26.056000000000004,-95.61482959778938
marr,8,20000,rwlock,1000,10,1.1426,9.6702,-88.18431883518438
marr,8,20000,coarse,1000,50,2.6478,8.7228,-69.64506809739991
marr,8,20000,fine,1000,50,2.6478,8.4084,-68.51006136720422
marr,8,20000,rwlock,1000,50,2.6478,8.306799999999999,-68.12490971252467
marr,8,20000,coarse,1000,90,2.9027999999999996,10.377600000000001,-72.02821461609621
marr,8,20000,fine,1000,90,2.9027999999999996,8.647,-66.4299757141205
marr,8,20000,rwlock,1000,90,2.9027999999999996,4.7742,-39.19819027271586
marr,8,20000,coarse,10000,10,2.2206,8.4914,-73.84883529217797
marr,8,20000,fine,10000,10,2.2206,2.6014,-14.638271699853911
marr,8,20000,rwlock,10000,10,2.2206,3.2722,-32.13739991443067
marr,8,20000,coarse,10000,50,2.1850000000000005,15.7976,-86.16878513191877
marr,8,20000,fine,10000,50,2.1850000000000005,4.8154,-54.6247456078415
marr,8,20000,rwlock,10000,50,2.1850000000000005,6.797,-67.8534647638664
marr,8,20000,coarse,10000,90,2.9362,6.8822,-57.33631687541774
marr,8,20000,fine,10000,90,2.9362,7.143800000000001,-58.898625381449655
marr,8,20000,rwlock,10000,90,2.9362,9.410400000000001,-68.79835076086033
marr,8,40000,coarse,100,10,2.459,8.7836,-72.00464502026503
marr,8,40000,fine,100,10,2.459,13.297800000000002,-81.50821940471357
marr,8,40000,rwlock,100,10,2.459,15.149,-83.7679054723084
marr,8,40000,coarse,100,50,3.3194,12.072999999999999,-72.50559098815539
marr,8,40000,fine,100,50,3.3194,15.926799999999998,-79.15839967852926
marr,8,40000,rwlock,100,50,3.3194,48.501599999999996,-93.15610206673594
marr,8,40000,coarse,100,90,2.883,16.8646,-82.90501998268563
marr,8,40000,fine,100,90,2.883,6.657399999999999,-56.694805780034244
marr,8,40000,rwlock,100,90,2.883,30.2192,-90.45970773547943
marr,8,40000,coarse,1000,10,3.5544000000000002,12.334000000000001,-71.18209826495865
marr,8,40000,fine,1000,10,3.5544000000000002,7.1304,-50.15146415348368
marr,8,40000,rwlock,1000,10,3.5544000000000002,7.2514,-50.98325840527347
marr,8,40000,coarse,1000,50,3.2058000000000004,6.912599999999999,-53.6238173769638
marr,8,40000,fine,1000,50,3.2058000000000004,7.5742,-57.674737926117615
marr,8,40000,rwlock,1000,50,3.2058000000000004,10.4964,-69.45809991997255
marr,8,40000,coarse,1000,90,3.0394,15.159600000000001,-79.95065832871579
marr,8,40000,fine,1000,90,3.0394,4.6836,-35.10547442138526
marr,8,40000,rwlock,1000,90,3.0394,18.3246,-83.41355336542135
marr,8,40000,coarse,10000,10,4.264600000000001,12.031799999999999,-64.55559434166126
marr,8,40000,fine,10000,10,4.264600000000001,7.1544,-40.39192664653919
marr,8,40000,rwlock,10000,10,4.264600000000001,4.8904000000000005,-12.796499263863904
marr,8,40000,coarse,10000,50,2.8062,11.641200000000001,-75.89423770745285
marr,8,40000,fine,10000,50,2.8062,11.739200000000002,-76.09547498977784
marr,8,40000,rwlock,10000,50,2.8062,5.1094,-45.07769992562728
marr,8,40000,coarse,10000,90,3.0378000000000003,15.7522,-80.71507471972168
marr,8,40000,fine,10000,90,3.0378000000000003,9.7114,-68.71923718516383
marr,8,40000,rwlock,10000,90,3.0378000000000003,11.4392,-73.44394712916986
marr,8,80000,coarse,100,10,7.3296,17.1118,-57.16639979429399
marr,8,80000,fine,100,10,7.3296,30.1432,-75.68406804851509
marr,8,80000,rwlock,100,10,7.3296,34.9196,-79.01006884385846
marr,8,80000,coarse,100,50,6.2844,22.6948,-72.30907520665527
marr,8,80000,fine,100,50,6.2844,20.4334,-69.24447228557166
marr,8,80000,rwlock,100,50,6.2844,53.70280000000001,-88.29781687360808
marr,8,80000,coarse,100,90,7.4734,20.1222,-62.85992585303794
marr,8,80000,fine,100,90,7.4734,13.579600000000001,-44.96597837933371
marr,8,80000,rwlock,100,90,7.4734,27.1334,-72.45682443040681
marr,8,80000,coarse,1000,10,7.054,12.953999999999999,-45.54577736606452
marr,8,80000,fine,1000,10,7.054,24.1746,-70.82061337105887
marr,8,80000,rwlock,1000,10,7.054,16.922,-58.31462002127408
marr,8,80000,coarse,1000,50,5.4056,15.488999999999999,-65.10039382787784
marr,8,80000,fine,1000,50,5.4056,11.8806,-54.500614447081794
marr,8,80000,rwlock,1000,50,5.4056,24.1388,-77.60617760617761
marr,8,80000,coarse,1000,90,9.620400000000002,15.805800000000001,-39.13373571726835
marr,8,80000,fine,1000,90,9.620400000000002,8.0516,19.48432609667643
marr,8,80000,rwlock,1000,90,9.620400000000002,18.1184,-46.902596255740015
marr,8,80000,coarse,10000,10,5.777,17.765,-67.48100197016605
marr,8,80000,fine,10000,10,5.777,11.856200000000001,-51.2744386903055
marr,8,80000,rwlock,10000,10,5.777,7.6352,-24.33727996647108
marr,8,80000,coarse,10000,50,6.164999999999999,16.7064,-63.09797442896136
marr,8,80000,fine,10000,50,6.164999999999999,10.1532,-39.2802269235315
marr,8,80000,rwlock,10000,50,6.164999999999999,17.3472,-64.46112340896514
marr,8,80000,coarse,10000,90,7.4132,25.9878,-71.47430717490515
marr,8,80000,fine,10000,90,7.4132,13.715,-45.948231862923805
marr,8,80000,rwlock,10000,90,7.4132,4.464,66.06630824372759
phoebus,4,20000,coarse,100,10,1.1811999999999998,1.7812000000000001,-33.68515607455649
phoebus,4,20000,fine,100,10,1.1811999999999998,1.3638000000000001,-13.389059979469142
phoebus,4,20000,rwlock,100,10,1.1811999999999998,1.5584000000000002,-24.204312114989747
phoebus,4,20000,coarse,100,50,1.4469999999999998,2.2234,-34.91949266888549
phoebus,4,20000,fine,100,50,1.4469999999999998,1.1308,27.962504421648383
phoebus,4,20000,rwlock,100,50,1.4469999999999998,1.525,-5.1147540983606525
phoebus,4,20000,coarse,100,90,1.6949999999999998,2.4343999999999997,-30.372987183700296
phoebus,4,20000,fine,100,90,1.6949999999999998,0.8959999999999999,89.17410714285717
phoebus,4,20000,rwlock,100,90,1.6949999999999998,0.958,76.93110647181626
phoebus,4,20000,coarse,1000,10,1.4348,2.2156000000000002,-35.24101823433834
phoebus,4,20000,fine,1000,10,1.4348,0.7934,80.84194605495337
phoebus,4,20000,rwlock,1000,10,1.4348,0.8634,66.18021774380358
phoebus,4,20000,coarse,1000,50,1.6424,2.6406,-37.802014693630234
phoebus,4,20000,fine,1000,50,1.6424,0.8477999999999999,93.72493512620903
phoebus,4,20000,rwlock,1000,50,1.6424,0.9416000000000001,74.42650807136786
phoebus,4,20000,coarse,1000,90,1.6483999999999999,2.7344,-39.7162083089526
phoebus,4,20000,fine,1000,90,1.6483999999999999,0.8421999999999998,95.72548088340065
phoebus,4,20000,rwlock,1000,90,1.6483999999999999,0.9013999999999999,82.87108941646328
phoebus,4,20000,coarse,10000,10,1.3128,2.6564,-50.5797319680771
phoebus,4,20000,fine,10000,10,1.3128,1.0378,26.49836191944499
phoebus,4,20000,rwlock,10000,10,1.3128,1.2202,7.588919849205045
phoebus,4,20000,coarse,10000,50,1.6441999999999997,2.7448,-40.097639172253
phoebus,4,20000,fine,10000,50,1.6441999999999997,3.386,-51.441228588304796
phoebus,4,20000,rwlock,10000,50,1.6441999999999997,1.3528,21.540508574807802
phoebus,4,20000,coarse,10000,90,1.7658,2.9882,-40.90756977444615
phoebus,4,20000,fine,10000,90,1.7658,1.2207999999999999,44.64285714285716
phoebus,4,20000,rwlock,10000,90,1.7658,1.6704,5.711206896551735
phoebus,4,40000,coarse,100,10,2.3868,3.601,-33.71841155234657
phoebus,4,40000,fine,100,10,2.3868,2.5458,-6.245580956870134
phoebus,4,40000,rwlock,100,10,2.3868,3.3,-27.672727272727272
phoebus,4,40000,coarse,100,50,2.9617999999999998,4.4928,-34.07674501424503
phoebus,4,40000,fine,100,50,2.9617999999999998,2.0544000000000002,44.16861370716509
phoebus,4,40000,rwlock,100,50,2.9617999999999998,2.9058,1.9271801225135832
phoebus,4,40000,coarse,100,90,3.4174,4.619199999999999,-26.01749220644266
phoebus,4,40000,fine,100,90,3.4174,2.2878000000000003,49.374945362356826
phoebus,4,40000,rwlock,100,90,3.4174,1.7472,95.5929487179487
phoebus,4,40000,coarse,1000,10,2.374,4.0794,-41.80516742658232
phoebus,4,40000,fine,1000,10,2.374,1.5099999999999998,57.21854304635765
phoebus,4,40000,rwlock,1000,10,2.374,1.916,23.903966597077254
phoebus,4,40000,coarse,1000,50,2.8528,5.1242,-44.32691932399203
phoebus,4,40000,fine,1000,50,2.8528,1.4526000000000001,96.39267520308412
phoebus,4,40000,rwlock,1000,50,2.8528,1.6132,76.84106124473098
phoebus,4,40000,coarse,1000,90,3.5084000000000004,4.8442,-27.57524462243507
phoebus,4,40000,fine,1000,90,3.5084000000000004,1.4507999999999999,141.82519988971606
phoebus,4,40000,rwlock,1000,90,3.5084000000000004,1.5532,125.88204996137011
phoebus,4,40000,coarse,10000,10,2.6376,5.1918,-49.196810354790244
phoebus,4,40000,fine,10000,10,2.6376,1.5514000000000001,70.01418073997678
phoebus,4,40000,rwlock,10000,10,2.6376,1.881,40.22328548644336
phoebus,4,40000,coarse,10000,50,3.0124,4.4232000000000005,-31.895460300235122
phoebus,4,40000,fine,10000,50,3.0124,2.0602000000000005,46.21881370740704
phoebus,4,40000,rwlock,10000,50,3.0124,1.8860000000000001,59.72428419936373
phoebus,4,40000,coarse,10000,90,3.7708,5.099399999999999,-26.054045573989093
phoebus,4,40000,fine,10000,90,3.7708,1.8318,105.85216726716888
phoebus,4,40000,rwlock,10000,90,3.7708,1.9584,92.5449346405229
phoebus,4,80000,coarse,100,10,5.169,7.4681999999999995,-30.786534908009955
phoebus,4,80000,fine,100,10,5.169,5.0346,2.6695268740317024
phoebus,4,80000,rwlock,100,10,5.169,6.4406,-19.74350215818401
phoebus,4,80000,coarse,100,50,5.5942,9.3924,-40.439078403815856
phoebus,4,80000,fine,100,50,5.5942,4.4276,26.348360285481952
phoebus,4,80000,rwlock,100,50,5.5942,6.103,-8.33688349991808
phoebus,4,80000,coarse,100,90,6.732,9.0246,-25.403896017552018
phoebus,4,80000,fine,100,90,6.732,3.3482,101.06325786990027
phoebus,4,80000,rwlock,100,90,6.732,4.791,40.513462742642446
phoebus,4,80000,coarse,1000,10,4.6956,8.0322,-41.54030029132741
phoebus,4,80000,fine,1000,10,4.6956,2.5625999999999998,83.23577616483257
phoebus,4,80000,rwlock,1000,10,4.6956,4.1906,12.050780317854226
phoebus,4,80000,coarse,1000,50,5.7716,9.655000000000001,-40.2216468151217
phoebus,4,80000,fine,1000,50,5.7716,3.449,67.34125833574952
phoebus,4,80000,rwlock,1000,50,5.7716,3.564,61.94163860830528
phoebus,4,80000,coarse,1000,90,6.566199999999999,9.443399999999999,-30.46783997289112
phoebus,4,80000,fine,1000,90,6.566199999999999,2.7369999999999997,139.90500548045307
phoebus,4,80000,rwlock,1000,90,6.566199999999999,3.4978000000000002,87.72371204757275
phoebus,4,80000,coarse,10000,10,6.5474,9.181600000000001,-28.68998867299818
phoebus,4,80000,fine,10000,10,6.5474,2.7369999999999997,139.2181220314213
phoebus,4,80000,rwlock,10000,10,6.5474,4.014800000000001,63.081598087077786
phoebus,4,80000,coarse,10000,50,6.0368,9.941,-39.2737149180163
phoebus,4,80000,fine,10000,50,6.0368,2.938,105.47311095983662
phoebus,4,80000,rwlock,10000,50,6.0368,3.8984000000000005,54.8532731376975
phoebus,4,80000,coarse,10000,90,6.8214,9.45,-27.815873015873017
phoebus,4,80000,fine,10000,90,6.8214,3.1036,119.78992138162133
phoebus,4,80000,rwlock,10000,90,6.8214,3.8444,77.43731141400478
phoebus,8,20000,coarse,100,10,1.1811999999999998,2.2168,-46.71598700830026
phoebus,8,20000,fine,100,10,1.1811999999999998,1.6895999999999998,-30.08996212121212
phoebus,8,20000,rwlock,100,10,1.1811999999999998,4.5334,-73.94450081616448
phoebus,8,20000,coarse,100,50,1.4469999999999998,3.4524,-58.08712779515699
phoebus,8,20000,fine,100,50,1.4469999999999998,1.3906,4.0558032503954955
phoebus,8,20000,rwlock,100,50,1.4469999999999998,3.0532,-52.607100746757496
phoebus,8,20000,coarse,100,90,1.6949999999999998,2.5554,-33.66987555764265
phoebus,8,20000,fine,100,90,1.6949999999999998,1.0122,67.45702430349732
phoebus,8,20000,rwlock,100,90,1.6949999999999998,1.4687999999999999,15.40032679738561
phoebus,8,20000,coarse,1000,10,1.4348,2.28,-37.070175438596486
phoebus,8,20000,fine,1000,10,1.4348,0.8712,64.69237832874197
phoebus,8,20000,rwlock,1000,10,1.4348,1.5076,-4.828867073494303
phoebus,8,20000,coarse,1000,50,1.6424,2.6906,-38.95785326692931
phoebus,8,20000,fine,1000,50,1.6424,0.8668,89.47854176280572
phoebus,8,20000,rwlock,1000,50,1.6424,1.3137999999999999,25.011417262901503
phoebus,8,20000,coarse,1000,90,1.6483999999999999,2.635,-37.44212523719165
phoebus,8,20000,fine,1000,90,1.6483999999999999,0.9988,65.03804565478575
phoebus,8,20000,rwlock,1000,90,1.6483999999999999,0.9912,66.30347054075867
phoebus,8,20000,coarse,10000,10,1.3128,4.3764,-70.00274197970936
phoebus,8,20000,fine,10000,10,1.3128,1.2802,2.5464771129511066
phoebus,8,20000,rwlock,10000,10,1.3128,1.4494,-9.424589485304258
phoebus,8,20000,coarse,10000,50,1.6441999999999997,3.1130000000000004,-47.182781882428536
phoebus,8,20000,fine,10000,50,1.6441999999999997,1.3523999999999998,21.576456669624356
phoebus,8,20000,rwlock,10000,50,1.6441999999999997,1.4542,13.065603080731659
phoebus,8,20000,coarse,10000,90,1.7658,4.923,-64.13162705667277
phoebus,8,20000,fine,10000,90,1.7658,1.3564,30.18283692126218
phoebus,8,20000,rwlock,10000,90,1.7658,1.4812,19.214150688630838
phoebus,8,40000,coarse,100,10,2.3868,4.384,-45.5565693430657
phoebus,8,40000,fine,100,10,2.3868,3.2762,-27.147304804346494
phoebus,8,40000,rwlock,100,10,2.3868,7.743,-69.1747384734599
phoebus,8,40000,coarse,100,50,2.9617999999999998,5.099600000000001,-41.92093497529219
phoebus,8,40000,fine,100,50,2.9617999999999998,2.4276,22.005272697314226
phoebus,8,40000,rwlock,100,50,2.9617999999999998,5.434200000000001,-45.49703728239668
phoebus,8,40000,coarse,100,90,3.4174,5.0402,-32.197135034324035
phoebus,8,40000,fine,100,90,3.4174,1.8880000000000001,81.00635593220338
phoebus,8,40000,rwlock,100,90,3.4174,2.284,49.623467600700536
phoebus,8,40000,coarse,1000,10,2.374,5.1696,-54.0776849272671
phoebus,8,40000,fine,1000,10,2.374,6.9168,-65.67777006708305
phoebus,8,40000,rwlock,1000,10,2.374,1.9751999999999998,20.19036046982585
phoebus,8,40000,coarse,1000,50,2.8528,5.269,-45.85689884228506
phoebus,8,40000,fine,1000,50,2.8528,1.5824,80.28311425682506
phoebus,8,40000,rwlock,1000,50,2.8528,1.8328000000000002,55.652553470100386
phoebus,8,40000,coarse,1000,90,3.5084000000000004,5.1126000000000005,-31.377381371513515
phoebus,8,40000,fine,1000,90,3.5084000000000004,1.5814000000000001,121.85405337043127
phoebus,8,40000,rwlock,1000,90,3.5084000000000004,1.6647999999999998,110.74002883229221
phoebus,8,40000,coarse,10000,10,2.6376,5.4452,-51.56100786013369
phoebus,8,40000,fine,10000,10,2.6376,2.8676,-8.020644441344682
phoebus,8,40000,rwlock,10000,10,2.6376,2.9065999999999996,-9.254799422005078
phoebus,8,40000,coarse,10000,50,3.0124,5.627400000000001,-46.46906208906422
phoebus,8,40000,fine,10000,50,3.0124,1.7461999999999998,72.51173977780326
phoebus,8,40000,rwlock,10000,50,3.0124,2.0222,48.966472159034716
phoebus,8,40000,coarse,10000,90,3.7708,5.2692,-28.436954376375922
phoebus,8,40000,fine,10000,90,3.7708,1.876,101.00213219616205
phoebus,8,40000,rwlock,10000,90,3.7708,2.0156,87.08076999404642
phoebus,8,80000,coarse,100,10,5.169,8.9002,-41.922653423518575
phoebus,8,80000,fine,100,10,5.169,6.39,-19.107981220657276
phoebus,8,80000,rwlock,100,10,5.169,11.4462,-54.840907899564925
phoebus,8,80000,coarse,100,50,5.5942,10.2336,-45.33497498436523
phoebus,8,80000,fine,100,50,5.5942,4.9959999999999996,11.973578863090474
phoebus,8,80000,rwlock,100,50,5.5942,10.0506,-44.33964141444292
phoebus,8,80000,coarse,100,90,6.732,10.127600000000001,-33.528180417868
phoebus,8,80000,fine,100,90,6.732,3.4246,96.5777025054021
phoebus,8,80000,rwlock,100,90,6.732,6.0072,12.065521374350773
phoebus,8,80000,coarse,1000,10,4.6956,9.409799999999999,-50.098833131416185
phoebus,8,80000,fine,1000,10,4.6956,2.8276,66.06309237515913
phoebus,8,80000,rwlock,1000,10,4.6956,4.377000000000001,7.278958190541429
phoebus,8,80000,coarse,1000,50,5.7716,10.576199999999998,-45.42841474253512
phoebus,8,80000,fine,1000,50,5.7716,2.7844,107.28343628788966
phoebus,8,80000,rwlock,1000,50,5.7716,4.3412,32.949414908320286
phoebus,8,80000,coarse,1000,90,6.566199999999999,11.023,-40.43182436723215
phoebus,8,80000,fine,1000,90,6.566199999999999,2.9162,125.16288320416979
phoebus,8,80000,rwlock,1000,90,6.566199999999999,3.6052000000000004,82.13136580494837
phoebus,8,80000,coarse,10000,10,6.5474,10.4462,-37.322662786467795
phoebus,8,80000,fine,10000,10,6.5474,2.5632,155.43851435705366
phoebus,8,80000,rwlock,10000,10,6.5474,3.3537999999999997,95.223328761405
phoebus,8,80000,coarse,10000,50,6.0368,11.8142,-48.90216857679741
phoebus,8,80000,fine,10000,50,6.0368,3.0423999999999998,98.42229818564294
phoebus,8,80000,rwlock,10000,50,6.0368,3.7741999999999996,59.9491282920884
phoebus,8,80000,coarse,10000,90,6.8214,10.3142,-33.86399332958445
phoebus,8,80000,fine,10000,90,6.8214,2.9708,129.61491854046048
phoebus,8,80000,rwlock,10000,90,6.8214,3.3356,104.50293800215853
