n,threads,sparsity,reps,nnz,time_init,time_csr_construct,time_spmv_total,time_dense_total,verification,user
4000,4,90,1,1601555,0.027859,0.009418,0.000664,0.003629,PASS,phoebus
4000,8,90,1,1601555,0.027820,0.009599,0.000631,0.002969,PASS,phoebus
4000,sequential,90,5,1601555,0.104690,0.031514,0.004611,0.033743,PASS,phoebus
4000,2,90,5,1601555,0.052875,0.017009,0.003198,0.017635,PASS,phoebus
4000,4,90,5,1601555,0.028456,0.009562,0.002108,0.013210,PASS,phoebus
4000,8,90,5,1601555,0.025784,0.011146,0.002985,0.015555,PASS,phoebus
4000,sequential,90,10,1601555,0.104022,0.031859,0.009126,0.067386,PASS,phoebus
4000,2,90,10,1601555,0.053952,0.018771,0.005173,0.035756,PASS,phoebus
4000,4,90,10,1601555,0.031181,0.009366,0.003990,0.029649,PASS,phoebus
4000,8,90,10,1601555,0.024337,0.010584,0.006295,0.028902,PASS,phoebus
4000,sequential,95,1,801651,0.094895,0.023273,0.000476,0.006829,PASS,phoebus
4000,2,95,1,801651,0.048169,0.012110,0.000361,0.003517,PASS,phoebus
4000,4,95,1,801651,0.027445,0.011163,0.000262,0.003064,PASS,phoebus
4000,8,95,1,801651,0.022517,0.007683,0.000346,0.002844,PASS,phoebus
4000,sequential,95,5,801651,0.095177,0.023271,0.002480,0.033785,PASS,phoebus
4000,2,95,5,801651,0.048547,0.012375,0.001307,0.017915,PASS,phoebus
4000,4,95,5,801651,0.029597,0.009885,0.000859,0.014908,PASS,phoebus
4000,8,95,5,801651,0.024841,0.008307,0.001298,0.015411,PASS,phoebus
4000,sequential,95,10,801651,0.093912,0.023706,0.004703,0.068083,PASS,phoebus
4000,2,95,10,801651,0.079002,0.014134,0.002514,0.037896,PASS,phoebus
4000,4,95,10,801651,0.026642,0.007465,0.001662,0.027664,PASS,phoebus
4000,8,95,10,801651,0.025423,0.008009,0.002679,0.028413,PASS,phoebus
4000,sequential,99,1,160453,0.085397,0.016535,0.000119,0.006666,PASS,phoebus
4000,2,99,1,160453,0.044326,0.009817,0.000069,0.004472,PASS,phoebus
4000,4,99,1,160453,0.029464,0.007829,0.000054,0.003413,PASS,phoebus
4000,8,99,1,160453,0.020768,0.007237,0.000176,0.002848,PASS,phoebus
4000,sequential,99,5,160453,0.085716,0.016787,0.000548,0.034807,PASS,phoebus
4000,2,99,5,160453,0.046115,0.008981,0.000326,0.018237,PASS,phoebus
4000,4,99,5,160453,0.023820,0.006420,0.000239,0.016942,PASS,phoebus
4000,8,99,5,160453,0.020818,0.006897,0.000949,0.015618,PASS,phoebus
4000,sequential,99,10,160453,0.088580,0.016767,0.001059,0.074845,PASS,phoebus
4000,2,99,10,160453,0.044123,0.008900,0.000513,0.035711,PASS,phoebus
4000,4,99,10,160453,0.026257,0.008831,0.000344,0.027924,PASS,phoebus
4000,8,99,10,160453,0.020512,0.006634,0.001311,0.031360,PASS,phoebus
1000,sequential,0,1,1000000,0.010488,0.003652,0.000541,0.000460,PASS,phoebus
1000,2,0,1,1000000,0.005632,0.002627,0.000492,0.000329,PASS,phoebus
1000,4,0,1,1000000,0.003189,0.001510,0.000449,0.000232,PASS,phoebus
1000,8,0,1,1000000,0.004165,0.001877,0.000866,0.000453,PASS,phoebus
1000,sequential,0,5,1000000,0.009340,0.003899,0.003220,0.002064,PASS,phoebus
1000,2,0,5,1000000,0.004756,0.002053,0.001494,0.001106,PASS,phoebus
1000,4,0,5,1000000,0.002758,0.001043,0.001186,0.000633,PASS,phoebus
1000,8,0,5,1000000,0.002670,0.001242,0.001699,0.001418,PASS,phoebus
1000,sequential,0,10,1000000,0.009843,0.003857,0.005540,0.004159,PASS,phoebus
1000,2,0,10,1000000,0.004765,0.001965,0.002825,0.002154,PASS,phoebus
1000,4,0,10,1000000,0.002862,0.001244,0.001879,0.001168,PASS,phoebus
1000,8,0,10,1000000,0.002861,0.001387,0.003999,0.003216,PASS,phoebus
1000,sequential,50,1,499790,0.012333,0.005113,0.000286,0.000445,PASS,phoebus
1000,2,50,1,499790,0.005989,0.002672,0.000163,0.000281,PASS,phoebus
1000,4,50,1,499790,0.003167,0.001371,0.000102,0.000119,PASS,phoebus
1000,8,50,1,499790,0.003457,0.001700,0.000247,0.000308,PASS,phoebus
1000,sequential,50,5,499790,0.012574,0.005347,0.001400,0.002058,PASS,phoebus
1000,2,50,5,499790,0.006071,0.002745,0.000724,0.001062,PASS,phoebus
1000,4,50,5,499790,0.003174,0.001348,0.000434,0.000520,PASS,phoebus
1000,8,50,5,499790,0.003805,0.001710,0.001316,0.001366,PASS,phoebus
1000,sequential,50,10,499790,0.012587,0.005351,0.002676,0.004340,PASS,phoebus
1000,2,50,10,499790,0.006160,0.002791,0.002082,0.003087,PASS,phoebus
1000,4,50,10,499790,0.003921,0.001759,0.001576,0.002220,PASS,phoebus
1000,8,50,10,499790,0.003319,0.001827,0.002327,0.003058,PASS,phoebus
1000,sequential,90,1,99877,0.008649,0.002102,0.000057,0.000401,PASS,phoebus
1000,2,90,1,99877,0.003451,0.000998,0.000055,0.000195,PASS,phoebus
1000,4,90,1,99877,0.002087,0.000732,0.000027,0.000198,PASS,phoebus
1000,8,90,1,99877,0.002890,0.000865,0.000159,0.000266,PASS,phoebus
1000,sequential,90,5,99877,0.006573,0.002810,0.000390,0.003004,PASS,phoebus
1000,2,90,5,99877,0.003495,0.001156,0.000139,0.001044,PASS,phoebus
1000,4,90,5,99877,0.001892,0.000546,0.000104,0.000518,PASS,phoebus
1000,8,90,5,99877,0.002044,0.001187,0.000823,0.001735,PASS,phoebus
1000,sequential,90,10,99877,0.006603,0.001965,0.000573,0.004031,PASS,phoebus
1000,2,90,10,99877,0.003514,0.001021,0.000277,0.001987,PASS,phoebus
1000,4,90,10,99877,0.002328,0.000735,0.000282,0.002092,PASS,phoebus
1000,8,90,10,99877,0.002044,0.000921,0.001343,0.002793,PASS,phoebus
1000,sequential,95,1,49623,0.005778,0.001422,0.000032,0.000385,PASS,phoebus
1000,2,95,1,49623,0.004927,0.001076,0.000018,0.000250,PASS,phoebus
1000,4,95,1,49623,0.001835,0.000439,0.000010,0.000102,PASS,phoebus
1000,8,95,1,49623,0.002063,0.000866,0.000157,0.000275,PASS,phoebus
1000,sequential,95,5,49623,0.005820,0.001477,0.000148,0.002019,PASS,phoebus
1000,2,95,5,49623,0.003045,0.000736,0.000078,0.000999,PASS,phoebus
1000,4,95,5,49623,0.001667,0.000429,0.000199,0.000585,PASS,phoebus
1000,8,95,5,49623,0.002433,0.001091,0.000816,0.001414,PASS,phoebus
1000,sequential,95,10,49623,0.005966,0.001566,0.000312,0.004102,PASS,phoebus
1000,2,95,10,49623,0.003005,0.000846,0.000165,0.002765,PASS,phoebus
1000,4,95,10,49623,0.002142,0.000601,0.000215,0.002127,PASS,phoebus
1000,8,95,10,49623,0.002088,0.000827,0.001484,0.002653,PASS,phoebus
1000,sequential,99,1,9838,0.005242,0.001044,0.000011,0.000456,PASS,phoebus
1000,2,99,1,9838,0.002868,0.000527,0.000007,0.000204,PASS,phoebus
1000,4,99,1,9838,0.001527,0.000300,0.000004,0.000110,PASS,phoebus
1000,8,99,1,9838,0.001712,0.000628,0.000121,0.000245,PASS,phoebus
1000,sequential,99,5,9838,0.005512,0.001064,0.000048,0.001999,PASS,phoebus
1000,2,99,5,9838,0.002800,0.000628,0.000040,0.001126,PASS,phoebus
1000,4,99,5,9838,0.001502,0.000295,0.000045,0.000515,PASS,phoebus
1000,8,99,5,9838,0.001723,0.000708,0.000714,0.001421,PASS,phoebus
1000,sequential,99,10,9838,0.005605,0.001787,0.000094,0.004134,PASS,phoebus
1000,2,99,10,9838,0.002846,0.000739,0.000079,0.002170,PASS,phoebus
1000,4,99,10,9838,0.001637,0.000294,0.000110,0.001024,PASS,phoebus
1000,8,99,10,9838,0.002001,0.000676,0.001600,0.002509,PASS,phoebus
2000,sequential,0,1,4000000,0.037055,0.014280,0.002191,0.001702,PASS,phoebus
2000,2,0,1,4000000,0.021580,0.007994,0.001372,0.000912,PASS,phoebus
2000,4,0,1,4000000,0.009791,0.004476,0.001203,0.000618,PASS,phoebus
2000,8,0,1,4000000,0.009845,0.004441,0.001633,0.001063,PASS,phoebus
2000,sequential,0,5,4000000,0.037164,0.014065,0.011913,0.008445,PASS,phoebus
2000,2,0,5,4000000,0.019474,0.007357,0.006811,0.004281,PASS,phoebus
2000,4,0,5,4000000,0.014122,0.005703,0.007759,0.004509,PASS,phoebus
2000,8,0,5,4000000,0.009910,0.005140,0.006890,0.004418,PASS,phoebus
2000,sequential,0,10,4000000,0.037321,0.013945,0.022906,0.016857,PASS,phoebus
2000,2,0,10,4000000,0.020200,0.008437,0.015425,0.009623,PASS,phoebus
2000,4,0,10,4000000,0.009783,0.004485,0.012817,0.006496,PASS,phoebus
2000,8,0,10,4000000,0.010360,0.005425,0.014058,0.006953,PASS,phoebus
2000,sequential,50,1,1999134,0.047161,0.020592,0.001178,0.001728,PASS,phoebus
2000,2,50,1,1999134,0.025251,0.010908,0.000730,0.001155,PASS,phoebus
2000,4,50,1,1999134,0.013814,0.007169,0.000616,0.000647,PASS,phoebus
2000,8,50,1,1999134,0.010985,0.005912,0.000734,0.000825,PASS,phoebus
2000,sequential,50,5,1999134,0.047612,0.020633,0.005738,0.008574,PASS,phoebus
2000,2,50,5,1999134,0.023548,0.010453,0.004448,0.004273,PASS,phoebus
2000,4,50,5,1999134,0.014601,0.006868,0.002943,0.004301,PASS,phoebus
2000,8,50,5,1999134,0.010448,0.006454,0.003598,0.003950,PASS,phoebus
2000,sequential,50,10,1999134,0.050353,0.020868,0.013892,0.021576,PASS,phoebus
2000,2,50,10,1999134,0.024019,0.010740,0.006533,0.009584,PASS,phoebus
2000,4,50,10,1999134,0.014158,0.006563,0.006171,0.006439,PASS,phoebus
2000,8,50,10,1999134,0.012235,0.005962,0.007103,0.008833,PASS,phoebus
2000,sequential,90,1,400283,0.030918,0.008937,0.000273,0.002073,PASS,phoebus
2000,2,90,1,400283,0.013509,0.004363,0.000123,0.000877,PASS,phoebus
2000,4,90,1,400283,0.007007,0.002385,0.000067,0.000914,PASS,phoebus
2000,8,90,1,400283,0.007521,0.002727,0.000187,0.000822,PASS,phoebus
2000,sequential,90,5,400283,0.027376,0.007907,0.001097,0.009679,PASS,phoebus
2000,2,90,5,400283,0.013464,0.004127,0.000567,0.004391,PASS,phoebus
2000,4,90,5,400283,0.009315,0.002682,0.000537,0.004168,PASS,phoebus
2000,8,90,5,400283,0.007016,0.002822,0.001121,0.004721,PASS,phoebus
2000,sequential,90,10,400283,0.027298,0.007969,0.002150,0.016964,PASS,phoebus
2000,2,90,10,400283,0.013660,0.004250,0.001150,0.008981,PASS,phoebus
2000,4,90,10,400283,0.006983,0.002454,0.000746,0.005592,PASS,phoebus
2000,8,90,10,400283,0.006872,0.002888,0.002475,0.008637,PASS,phoebus
2000,sequential,95,1,200047,0.023721,0.006203,0.000125,0.001881,PASS,phoebus
2000,2,95,1,200047,0.012387,0.003027,0.000064,0.000885,PASS,phoebus
2000,4,95,1,200047,0.008483,0.002161,0.000060,0.000911,PASS,phoebus
2000,8,95,1,200047,0.006540,0.002449,0.000172,0.000843,PASS,phoebus
2000,sequential,95,5,200047,0.023601,0.006029,0.000583,0.008710,PASS,phoebus
2000,2,95,5,200047,0.012073,0.003938,0.000421,0.005915,PASS,phoebus
2000,4,95,5,200047,0.007197,0.002111,0.000162,0.002801,PASS,phoebus
2000,8,95,5,200047,0.006541,0.002335,0.000834,0.004150,PASS,phoebus
2000,sequential,95,10,200047,0.025724,0.005867,0.001121,0.017039,PASS,phoebus
2000,2,95,10,200047,0.012372,0.003629,0.000559,0.009135,PASS,phoebus
2000,4,95,10,200047,0.006274,0.001854,0.000325,0.005568,PASS,phoebus
2000,8,95,10,200047,0.006232,0.002216,0.001342,0.007896,PASS,phoebus
2000,sequential,99,1,39860,0.021916,0.004234,0.000038,0.002220,PASS,phoebus
2000,2,99,1,39860,0.011031,0.002647,0.000021,0.000921,PASS,phoebus
2000,4,99,1,39860,0.006669,0.002029,0.000020,0.000894,PASS,phoebus
2000,8,99,1,39860,0.006304,0.001866,0.000096,0.000922,PASS,phoebus
2000,sequential,99,5,39860,0.021388,0.004343,0.000160,0.008583,PASS,phoebus
2000,2,99,5,39860,0.010802,0.002540,0.000096,0.005361,PASS,phoebus
2000,4,99,5,39860,0.005627,0.001532,0.000105,0.002922,PASS,phoebus
2000,8,99,5,39860,0.005786,0.002035,0.000714,0.004456,PASS,phoebus
2000,sequential,99,10,39860,0.022483,0.004526,0.000353,0.017712,PASS,phoebus
2000,2,99,10,39860,0.011296,0.002201,0.000191,0.008747,PASS,phoebus
2000,4,99,10,39860,0.007038,0.001912,0.000300,0.007325,PASS,phoebus
2000,8,99,10,39860,0.006448,0.001931,0.001516,0.007867,PASS,phoebus
4000,sequential,0,1,16000000,0.149073,0.056778,0.009095,0.006896,PASS,phoebus
4000,2,0,1,16000000,0.074280,0.029823,0.005739,0.003525,PASS,phoebus
4000,4,0,1,16000000,0.045200,0.019007,0.005625,0.002660,PASS,phoebus
4000,8,0,1,16000000,0.034785,0.019688,0.005008,0.002973,PASS,phoebus
4000,sequential,0,5,16000000,0.146312,0.056386,0.044217,0.033259,PASS,phoebus
4000,2,0,5,16000000,0.078127,0.034167,0.030953,0.017723,PASS,phoebus
4000,4,0,5,16000000,0.050139,0.017008,0.025560,0.017238,PASS,phoebus
4000,8,0,5,16000000,0.037871,0.019390,0.026501,0.014233,PASS,phoebus
4000,sequential,0,10,16000000,0.148437,0.057719,0.091031,0.068419,PASS,phoebus
4000,2,0,10,16000000,0.082844,0.029962,0.057447,0.035097,PASS,phoebus
4000,4,0,10,16000000,0.044112,0.017934,0.052619,0.027602,PASS,phoebus
4000,8,0,10,16000000,0.033100,0.019591,0.051106,0.031186,PASS,phoebus
4000,sequential,50,1,7999476,0.188519,0.084641,0.004681,0.007143,PASS,phoebus
4000,2,50,1,7999476,0.096752,0.041639,0.002698,0.003572,PASS,phoebus
4000,4,50,1,7999476,0.049121,0.022115,0.002491,0.002593,PASS,phoebus
4000,8,50,1,7999476,0.045242,0.023250,0.002594,0.002936,PASS,phoebus
4000,sequential,50,5,7999476,0.194002,0.084169,0.023475,0.034727,PASS,phoebus
4000,2,50,5,7999476,0.092324,0.041141,0.015524,0.018829,PASS,phoebus
4000,4,50,5,7999476,0.048724,0.023437,0.012875,0.017247,PASS,phoebus
4000,8,50,5,7999476,0.046429,0.024477,0.012946,0.014679,PASS,phoebus
4000,sequential,50,10,7999476,0.185776,0.082123,0.046127,0.067537,PASS,phoebus
4000,2,50,10,7999476,0.098501,0.043390,0.028791,0.035937,PASS,phoebus
4000,4,50,10,7999476,0.047870,0.022460,0.024443,0.031021,PASS,phoebus
4000,8,50,10,7999476,0.042675,0.022412,0.026168,0.027716,PASS,phoebus
4000,sequential,90,1,1601555,0.104871,0.032096,0.000980,0.006812,PASS,phoebus
4000,2,90,1,1601555,0.053678,0.016088,0.000572,0.003568,PASS,phoebus
4000,4,90,1,1601555,0.028209,0.010702,0.000503,0.003307,PASS,phoebus
4000,8,90,1,1601555,0.023498,0.009732,0.000578,0.002898,PASS,phoebus
4000,sequential,90,5,1601555,0.103152,0.030929,0.004711,0.033266,PASS,phoebus
4000,2,90,5,1601555,0.054944,0.017359,0.002657,0.018724,PASS,phoebus
4000,4,90,5,1601555,0.030763,0.009962,0.002093,0.013344,PASS,phoebus
4000,8,90,5,1601555,0.027371,0.009198,0.002975,0.014134,PASS,phoebus
4000,sequential,90,10,1601555,0.104642,0.031319,0.009316,0.078845,PASS,phoebus
4000,2,90,10,1601555,0.054544,0.016405,0.005206,0.036610,PASS,phoebus
4000,4,90,10,1601555,0.031243,0.009634,0.004107,0.025887,PASS,phoebus
4000,8,90,10,1601555,0.026281,0.019644,0.005252,0.029112,PASS,phoebus
4000,sequential,95,1,801651,0.094995,0.025504,0.000539,0.006616,PASS,phoebus
4000,2,95,1,801651,0.049595,0.012786,0.000335,0.003545,PASS,phoebus
4000,4,95,1,801651,0.025100,0.007567,0.000290,0.002690,PASS,phoebus
4000,8,95,1,801651,0.026117,0.007579,0.000365,0.002874,PASS,phoebus
4000,sequential,95,5,801651,0.094143,0.023190,0.002387,0.033606,PASS,phoebus
4000,2,95,5,801651,0.047747,0.012522,0.001353,0.018699,PASS,phoebus
4000,4,95,5,801651,0.031196,0.008709,0.001182,0.017085,PASS,phoebus
4000,8,95,5,801651,0.023640,0.008279,0.001602,0.014378,PASS,phoebus
4000,sequential,95,10,801651,0.094562,0.023389,0.004928,0.067261,PASS,phoebus
4000,2,95,10,801651,0.050646,0.012356,0.002442,0.036526,PASS,phoebus
4000,4,95,10,801651,0.029169,0.008141,0.001542,0.026731,PASS,phoebus
4000,8,95,10,801651,0.026845,0.007535,0.002873,0.028873,PASS,phoebus
4000,sequential,99,1,160453,0.086751,0.018204,0.000132,0.007163,PASS,phoebus
4000,2,99,1,160453,0.060535,0.016438,0.000107,0.005957,PASS,phoebus
4000,4,99,1,160453,0.036166,0.016146,0.000072,0.003443,PASS,phoebus
4000,8,99,1,160453,0.030566,0.012280,0.000279,0.005582,PASS,phoebus
4000,sequential,99,5,160453,0.096397,0.019037,0.001054,0.039248,PASS,phoebus
4000,2,99,5,160453,0.049105,0.014441,0.000636,0.035832,PASS,phoebus
4000,4,99,5,160453,0.063854,0.016614,0.000379,0.031044,PASS,phoebus
4000,8,99,5,160453,0.033205,0.008440,0.004260,0.022704,PASS,phoebus
4000,sequential,99,10,160453,0.087968,0.023503,0.001062,0.081998,PASS,phoebus
4000,2,99,10,160453,0.052017,0.011338,0.000958,0.050812,PASS,phoebus
4000,4,99,10,160453,0.029682,0.008132,0.000562,0.056277,PASS,phoebus
4000,8,99,10,160453,0.024068,0.011471,0.001065,0.050647,PASS,phoebus
1000,sequential,0,1,1000000,0.010859,0.008063,0.000701,0.000449,PASS,phoebus
1000,2,0,1,1000000,0.012331,0.002708,0.000537,0.000304,PASS,phoebus
1000,4,0,1,1000000,0.004049,0.002844,0.001442,0.000564,PASS,phoebus
1000,8,0,1,1000000,0.005170,0.002749,0.000830,0.000867,PASS,phoebus
1000,sequential,0,5,1000000,0.011340,0.006123,0.004060,0.003487,PASS,phoebus
1000,2,0,5,1000000,0.006125,0.002840,0.003440,0.002297,PASS,phoebus
1000,4,0,5,1000000,0.011439,0.001864,0.005236,0.005326,PASS,phoebus
1000,8,0,5,1000000,0.006002,0.009557,0.008968,0.008500,PASS,phoebus
1000,sequential,0,10,1000000,0.012722,0.003499,0.006296,0.004423,PASS,phoebus
1000,2,0,10,1000000,0.004907,0.001883,0.002772,0.002223,PASS,phoebus
1000,4,0,10,1000000,0.002455,0.000991,0.002412,0.001156,PASS,phoebus
1000,8,0,10,1000000,0.002949,0.001365,0.003165,0.002739,PASS,phoebus
1000,sequential,50,1,499790,0.011866,0.005223,0.000300,0.000423,PASS,phoebus
1000,2,50,1,499790,0.006080,0.002596,0.000147,0.000212,PASS,phoebus
1000,4,50,1,499790,0.003785,0.001801,0.000196,0.000237,PASS,phoebus
1000,8,50,1,499790,0.003357,0.001923,0.000280,0.000370,PASS,phoebus
1000,sequential,50,5,499790,0.012222,0.005265,0.001365,0.002096,PASS,phoebus
1000,2,50,5,499790,0.005993,0.002804,0.000801,0.001334,PASS,phoebus
1000,4,50,5,499790,0.003381,0.001818,0.000629,0.000627,PASS,phoebus
1000,8,50,5,499790,0.003593,0.001960,0.001067,0.001457,PASS,phoebus
1000,sequential,50,10,499790,0.012010,0.005526,0.002638,0.013100,PASS,phoebus
1000,2,50,10,499790,0.006032,0.002737,0.001471,0.002406,PASS,phoebus
1000,4,50,10,499790,0.003122,0.001370,0.000674,0.001079,PASS,phoebus
1000,8,50,10,499790,0.003661,0.001574,0.002142,0.002573,PASS,phoebus
1000,sequential,90,1,99877,0.006859,0.001946,0.000055,0.000416,PASS,phoebus
1000,2,90,1,99877,0.003379,0.000995,0.000029,0.000196,PASS,phoebus
1000,4,90,1,99877,0.003220,0.000828,0.000028,0.000215,PASS,phoebus
1000,8,90,1,99877,0.002148,0.000936,0.000123,0.000385,PASS,phoebus
1000,sequential,90,5,99877,0.007464,0.003560,0.000286,0.003039,PASS,phoebus
1000,2,90,5,99877,0.005812,0.001387,0.000149,0.001030,PASS,phoebus
1000,4,90,5,99877,0.002272,0.000586,0.000080,0.001355,PASS,phoebus
1000,8,90,5,99877,0.003023,0.001230,0.000718,0.002493,PASS,phoebus
1000,sequential,90,10,99877,0.006586,0.001985,0.000556,0.004155,PASS,phoebus
1000,2,90,10,99877,0.003602,0.001086,0.000308,0.002405,PASS,phoebus
1000,4,90,10,99877,0.001813,0.000696,0.000426,0.002123,PASS,phoebus
1000,8,90,10,99877,0.002559,0.000906,0.001452,0.002388,PASS,phoebus
1000,sequential,95,1,49623,0.006181,0.001473,0.000034,0.000418,PASS,phoebus
1000,2,95,1,49623,0.003145,0.001201,0.000019,0.000269,PASS,phoebus
1000,4,95,1,49623,0.002247,0.000588,0.000016,0.000233,PASS,phoebus
1000,8,95,1,49623,0.002083,0.000756,0.000118,0.000269,PASS,phoebus
1000,sequential,95,5,49623,0.005922,0.001631,0.000150,0.002029,PASS,phoebus
1000,2,95,5,49623,0.003771,0.001098,0.000147,0.002669,PASS,phoebus
1000,4,95,5,49623,0.002064,0.000479,0.000130,0.001027,PASS,phoebus
1000,8,95,5,49623,0.002059,0.001396,0.000750,0.002556,PASS,phoebus
1000,sequential,95,10,49623,0.006369,0.001898,0.000356,0.005848,PASS,phoebus
1000,2,95,10,49623,0.003420,0.000914,0.000162,0.003094,PASS,phoebus
1000,4,95,10,49623,0.002339,0.000859,0.000285,0.002658,PASS,phoebus
1000,8,95,10,49623,0.002499,0.001762,0.001670,0.003565,PASS,phoebus
1000,sequential,99,1,9838,0.005705,0.001116,0.000012,0.000436,PASS,phoebus
1000,2,99,1,9838,0.003021,0.000566,0.000009,0.000291,PASS,phoebus
1000,4,99,1,9838,0.002047,0.000479,0.000007,0.000215,PASS,phoebus
1000,8,99,1,9838,0.002318,0.000618,0.000170,0.000629,PASS,phoebus
1000,sequential,99,5,9838,0.005746,0.001230,0.000050,0.002502,PASS,phoebus
1000,2,99,5,9838,0.006083,0.001129,0.000038,0.004775,PASS,phoebus
1000,4,99,5,9838,0.002079,0.000540,0.000048,0.001171,PASS,phoebus
1000,8,99,5,9838,0.003018,0.003099,0.000940,0.002865,PASS,phoebus
1000,sequential,99,10,9838,0.006376,0.001171,0.000138,0.005702,PASS,phoebus
1000,2,99,10,9838,0.003734,0.001788,0.000068,0.006889,PASS,phoebus
1000,4,99,10,9838,0.003031,0.001008,0.000046,0.004791,PASS,phoebus
1000,8,99,10,9838,0.001983,0.001897,0.003426,0.005415,PASS,phoebus
2000,sequential,0,1,4000000,0.040450,0.017660,0.004757,0.001921,PASS,phoebus
2000,2,0,1,4000000,0.019117,0.009502,0.002439,0.001224,PASS,phoebus
2000,4,0,1,4000000,0.020994,0.011003,0.002734,0.001578,PASS,phoebus
2000,8,0,1,4000000,0.010765,0.005498,0.001914,0.001090,PASS,phoebus
2000,sequential,0,5,4000000,0.040267,0.020022,0.014904,0.010335,PASS,phoebus
2000,2,0,5,4000000,0.026889,0.011493,0.012130,0.007608,PASS,phoebus
2000,4,0,5,4000000,0.013066,0.006467,0.008208,0.006284,PASS,phoebus
2000,8,0,5,4000000,0.010311,0.004321,0.006560,0.003768,PASS,phoebus
2000,sequential,0,10,4000000,0.037418,0.014706,0.024171,0.018413,PASS,phoebus
2000,2,0,10,4000000,0.020127,0.008384,0.013863,0.008920,PASS,phoebus
2000,4,0,10,4000000,0.009492,0.004539,0.011838,0.008612,PASS,phoebus
2000,8,0,10,4000000,0.009640,0.005028,0.014081,0.008722,PASS,phoebus
2000,sequential,50,1,1999134,0.045865,0.020322,0.001108,0.001662,PASS,phoebus
2000,2,50,1,1999134,0.023648,0.010486,0.000658,0.000863,PASS,phoebus
2000,4,50,1,1999134,0.014287,0.006499,0.000837,0.000863,PASS,phoebus
2000,8,50,1,1999134,0.011832,0.006143,0.000732,0.000846,PASS,phoebus
2000,sequential,50,5,1999134,0.046760,0.020641,0.005693,0.008793,PASS,phoebus
2000,2,50,5,1999134,0.025318,0.012355,0.007769,0.007878,PASS,phoebus
2000,4,50,5,1999134,0.014836,0.007444,0.004051,0.003660,PASS,phoebus
2000,8,50,5,1999134,0.015770,0.007165,0.005742,0.006762,PASS,phoebus
2000,sequential,50,10,1999134,0.048299,0.023415,0.012584,0.017783,PASS,phoebus
2000,2,50,10,1999134,0.026420,0.010608,0.006606,0.008885,PASS,phoebus
2000,4,50,10,1999134,0.012314,0.006647,0.006637,0.006520,PASS,phoebus
2000,8,50,10,1999134,0.010127,0.006416,0.008740,0.009510,PASS,phoebus
2000,sequential,90,1,400283,0.027482,0.008713,0.000243,0.002013,PASS,phoebus
2000,2,90,1,400283,0.015636,0.005608,0.000168,0.000978,PASS,phoebus
2000,4,90,1,400283,0.009650,0.003415,0.000198,0.001004,PASS,phoebus
2000,8,90,1,400283,0.010352,0.004686,0.000335,0.001944,PASS,phoebus
2000,sequential,90,5,400283,0.028177,0.009502,0.001286,0.012941,PASS,phoebus
2000,2,90,5,400283,0.014115,0.004599,0.000684,0.004860,PASS,phoebus
2000,4,90,5,400283,0.008823,0.004077,0.000680,0.004847,PASS,phoebus
2000,8,90,5,400283,0.007965,0.004364,0.001230,0.005028,PASS,phoebus
2000,sequential,90,10,400283,0.028292,0.008424,0.002628,0.022433,PASS,phoebus
2000,2,90,10,400283,0.015861,0.006541,0.005750,0.024313,PASS,phoebus
2000,4,90,10,400283,0.034308,0.005048,0.001849,0.018369,PASS,phoebus
2000,8,90,10,400283,0.010595,0.005533,0.002715,0.009325,PASS,phoebus
2000,sequential,95,1,200047,0.023803,0.005809,0.000131,0.001914,PASS,phoebus
2000,2,95,1,200047,0.013096,0.003337,0.000089,0.000945,PASS,phoebus
2000,4,95,1,200047,0.007138,0.001852,0.000036,0.000543,PASS,phoebus
2000,8,95,1,200047,0.006585,0.003219,0.000219,0.001018,PASS,phoebus
2000,sequential,95,5,200047,0.024209,0.006213,0.000600,0.009165,PASS,phoebus
2000,2,95,5,200047,0.012789,0.003545,0.000313,0.005000,PASS,phoebus
2000,4,95,5,200047,0.011138,0.002657,0.000283,0.005362,PASS,phoebus
2000,8,95,5,200047,0.007563,0.002954,0.000812,0.005279,PASS,phoebus
2000,sequential,95,10,200047,0.024416,0.006248,0.001174,0.018240,PASS,phoebus
2000,2,95,10,200047,0.014485,0.004006,0.000893,0.010783,PASS,phoebus
2000,4,95,10,200047,0.007998,0.002548,0.000532,0.009567,PASS,phoebus
2000,8,95,10,200047,0.007593,0.003050,0.001341,0.010163,PASS,phoebus
2000,sequential,99,1,39860,0.021946,0.004345,0.000043,0.001806,PASS,phoebus
2000,2,99,1,39860,0.011096,0.002169,0.000019,0.000972,PASS,phoebus
2000,4,99,1,39860,0.005767,0.001590,0.000013,0.000536,PASS,phoebus
2000,8,99,1,39860,0.006596,0.001907,0.000112,0.000838,PASS,phoebus
2000,sequential,99,5,39860,0.021657,0.004220,0.000198,0.009157,PASS,phoebus
2000,2,99,5,39860,0.011049,0.002382,0.000084,0.004441,PASS,phoebus
2000,4,99,5,39860,0.005552,0.001582,0.000127,0.002701,PASS,phoebus
2000,8,99,5,39860,0.005671,0.001901,0.000726,0.004431,PASS,phoebus
2000,sequential,99,10,39860,0.021544,0.004306,0.000308,0.021247,PASS,phoebus
2000,2,99,10,39860,0.012476,0.002713,0.000168,0.010886,PASS,phoebus
2000,4,99,10,39860,0.007331,0.001977,0.000224,0.007226,PASS,phoebus
