locking_scheme,accounts,query_pct,time_alloc,time_init,time_thread_create,time_compute,time_thread_join,time_cleanup,time_total,user
sequential,100,0.1,0.000011,0.000004,0.0,0.007231,0.0,0.0,0.007246,marr
sequential,100,0.5,0.000010,0.000004,0.0,0.009628,0.0,0.0,0.009642,marr
sequential,100,0.9,0.000009,0.000003,0.0,0.009352,0.0,0.0,0.009364,marr
sequential,1000,0.1,0.000008,0.000013,0.0,0.044552,0.0,0.0,0.044573,marr
sequential,1000,0.5,0.000010,0.000014,0.0,0.009936,0.0,0.0,0.009960,marr
sequential,1000,0.9,0.000009,0.000013,0.0,0.030055,0.0,0.0,0.030077,marr
sequential,10000,0.1,0.000014,0.000124,0.0,0.017739,0.0,0.0,0.017877,marr
sequential,10000,0.5,0.000009,0.000141,0.0,0.002305,0.0,0.0,0.002455,marr
sequential,10000,0.9,0.000020,0.000116,0.0,0.008426,0.0,0.0,0.008562,marr
coarse,100,0.1,0.000009,0.000004,0.014916,0.033310,0.000000,0.000001,0.048240,marr
coarse,100,0.5,0.000009,0.000004,0.005763,0.012224,0.000000,0.000000,0.018000,marr
coarse,100,0.9,0.000007,0.001412,0.008066,0.015886,0.000000,0.000000,0.025371,marr
coarse,1000,0.1,0.000008,0.000013,0.009021,0.009723,0.000000,0.000000,0.018765,marr
coarse,1000,0.5,0.000009,0.000013,0.029956,0.017424,0.000000,0.000000,0.047402,marr
coarse,1000,0.9,0.000009,0.000014,0.016471,0.018618,0.000000,0.000001,0.035113,marr
coarse,10000,0.1,0.000008,0.001434,0.004661,0.018043,0.000000,0.000001,0.024147,marr
coarse,10000,0.5,0.000009,0.000118,0.017623,0.008990,0.000000,0.000001,0.026741,marr
coarse,10000,0.9,0.000009,0.000374,0.000177,0.017425,0.000000,0.000000,0.017986,marr
fine,100,0.1,0.000008,0.000005,0.021150,0.015323,0.000001,0.000000,0.036487,marr
fine,100,0.5,0.000010,0.000009,0.014068,0.023144,0.000001,0.000000,0.037232,marr
fine,100,0.9,0.000009,0.000004,0.004416,0.003138,0.000000,0.000000,0.007567,marr
fine,1000,0.1,0.000013,0.000025,0.016019,0.026640,0.000002,0.000000,0.042699,marr
fine,1000,0.5,0.000011,0.000023,0.016898,0.016046,0.000001,0.000001,0.032980,marr
fine,1000,0.9,0.000009,0.000025,0.009210,0.022567,0.000002,0.000000,0.031813,marr
