locking_scheme,accounts,query_pct,time_alloc,time_init,time_thread_create,time_compute,time_thread_join,time_cleanup,time_total,user
coarse,10000,0.1,0.000007,0.000141,0.000093,0.012545,0.000000,0.000001,0.012787,phoebus
coarse,10000,0.5,0.000007,0.000147,0.000138,0.011603,0.000000,0.000000,0.011895,phoebus
coarse,10000,0.9,0.000009,0.000147,0.000135,0.010849,0.000000,0.000000,0.011140,phoebus
fine,100,0.1,0.000007,0.000004,0.000098,0.013693,0.000001,0.000000,0.013803,phoebus
fine,100,0.5,0.000007,0.000003,0.000136,0.012103,0.000001,0.000000,0.012250,phoebus
fine,100,0.9,0.000007,0.000004,0.000094,0.011160,0.000001,0.000000,0.011266,phoebus
fine,1000,0.1,0.000011,0.000028,0.000135,0.014973,0.000002,0.000001,0.015150,phoebus
fine,1000,0.5,0.000008,0.000031,0.000130,0.013181,0.000003,0.000000,0.013353,phoebus
fine,1000,0.9,0.000007,0.000030,0.000137,0.011257,0.000003,0.000000,0.011434,phoebus
fine,10000,0.1,0.000008,0.000323,0.000098,0.015918,0.000062,0.000002,0.016411,phoebus
fine,10000,0.5,0.000008,0.000300,0.000140,0.014288,0.000057,0.000001,0.014794,phoebus
fine,10000,0.9,0.000008,0.000288,0.000127,0.010889,0.000069,0.000001,0.011382,phoebus
rwlock,100,0.1,0.000007,0.000004,0.000099,0.013918,0.000001,0.000000,0.014029,phoebus
rwlock,100,0.5,0.000008,0.000005,0.000134,0.013656,0.000001,0.000000,0.013804,phoebus
rwlock,100,0.9,0.000007,0.000003,0.000106,0.011492,0.000001,0.000000,0.011609,phoebus
rwlock,1000,0.1,0.000008,0.000031,0.000111,0.015317,0.000002,0.000001,0.015470,phoebus
rwlock,1000,0.5,0.000007,0.000035,0.000119,0.014319,0.000003,0.000000,0.014483,phoebus
rwlock,1000,0.9,0.000007,0.000032,0.000152,0.011539,0.000003,0.000000,0.011733,phoebus
rwlock,10000,0.1,0.000008,0.000333,0.000156,0.016838,0.000057,0.000001,0.017393,phoebus
rwlock,10000,0.5,0.000009,0.000366,0.000139,0.014254,0.000056,0.000000,0.014824,phoebus
rwlock,10000,0.9,0.000007,0.000357,0.000110,0.011407,0.000053,0.000001,0.011935,phoebus
sequential,100,0.1,0.000049,0.000003,0.0,0.003059,0.0,0.0,0.003112,phoebus
sequential,100,0.5,0.000010,0.000004,0.0,0.007134,0.0,0.0,0.007149,phoebus
sequential,100,0.9,0.000058,0.000003,0.0,0.003798,0.0,0.0,0.003860,phoebus
sequential,1000,0.1,0.000011,0.000015,0.0,0.002550,0.0,0.0,0.002579,phoebus
sequential,1000,0.5,0.000025,0.000022,0.0,0.003106,0.0,0.0,0.003154,phoebus
sequential,1000,0.9,0.000013,0.000017,0.0,0.004790,0.0,0.0,0.004821,phoebus
sequential,10000,0.1,0.000010,0.000208,0.0,0.003815,0.0,0.0,0.004035,phoebus
sequential,10000,0.5,0.000021,0.000147,0.0,0.003540,0.0,0.0,0.003709,phoebus
sequential,10000,0.9,0.000010,0.000192,0.0,0.007222,0.0,0.0,0.007428,phoebus
coarse,100,0.1,0.000009,0.000002,0.000181,0.011032,0.000000,0.000001,0.011225,phoebus
coarse,100,0.5,0.000009,0.000003,0.000147,0.011064,0.000000,0.000000,0.011223,phoebus
coarse,100,0.9,0.000009,0.000003,0.000266,0.010612,0.000000,0.000001,0.010891,phoebus
coarse,1000,0.1,0.000008,0.000014,0.000107,0.011396,0.000001,0.000000,0.011526,phoebus
coarse,1000,0.5,0.000008,0.000014,0.000188,0.012481,0.000000,0.000000,0.012691,phoebus
coarse,1000,0.9,0.000008,0.000014,0.000119,0.010296,0.000001,0.000000,0.010438,phoebus
coarse,10000,0.1,0.000011,0.000141,0.000106,0.012474,0.000000,0.000000,0.012732,phoebus
coarse,10000,0.5,0.000008,0.000144,0.000108,0.014263,0.000000,0.000001,0.014524,phoebus
coarse,10000,0.9,0.000008,0.000148,0.000117,0.010645,0.000000,0.000001,0.010919,phoebus
fine,100,0.1,0.000007,0.000004,0.000130,0.013520,0.000001,0.000000,0.013662,phoebus
fine,100,0.5,0.000007,0.000004,0.000105,0.012342,0.000001,0.000000,0.012459,phoebus
fine,100,0.9,0.000048,0.000004,0.000113,0.010781,0.000002,0.000000,0.010948,phoebus
fine,1000,0.1,0.000008,0.000029,0.000133,0.014909,0.000003,0.000000,0.015082,phoebus
fine,1000,0.5,0.000008,0.000027,0.000100,0.013988,0.000003,0.000000,0.014126,phoebus
fine,1000,0.9,0.000008,0.000027,0.000116,0.011150,0.000003,0.000000,0.011304,phoebus
fine,10000,0.1,0.000008,0.000290,0.000097,0.013612,0.000065,0.000000,0.014072,phoebus
fine,10000,0.5,0.000010,0.000296,0.000100,0.014023,0.000058,0.000000,0.014487,phoebus
fine,10000,0.9,0.000007,0.000291,0.000120,0.011271,0.000058,0.000000,0.011747,phoebus
rwlock,100,0.1,0.000006,0.000004,0.000099,0.014691,0.000001,0.000000,0.014801,phoebus
rwlock,100,0.5,0.000007,0.000006,0.000136,0.014013,0.000002,0.000000,0.014164,phoebus
rwlock,100,0.9,0.000007,0.000003,0.000123,0.011626,0.000001,0.000000,0.011760,phoebus
rwlock,1000,0.1,0.000008,0.000029,0.000100,0.014830,0.000003,0.000000,0.014970,phoebus
rwlock,1000,0.5,0.000007,0.000032,0.000095,0.014373,0.000002,0.000000,0.014509,phoebus
rwlock,1000,0.9,0.000009,0.000031,0.000106,0.012007,0.000005,0.000001,0.012159,phoebus
rwlock,10000,0.1,0.000008,0.000369,0.000115,0.016623,0.000056,0.000001,0.017172,phoebus
rwlock,10000,0.5,0.000007,0.000321,0.000121,0.014698,0.000060,0.000000,0.015207,phoebus
rwlock,10000,0.9,0.000008,0.000326,0.000120,0.012666,0.000067,0.000000,0.013187,phoebus
sequential,100,0.1,0.000009,0.000004,0.0,0.003605,0.0,0.0,0.003619,phoebus
sequential,100,0.5,0.000012,0.000003,0.0,0.003721,0.0,0.0,0.003737,phoebus
sequential,100,0.9,0.000008,0.000003,0.0,0.003943,0.0,0.0,0.003954,phoebus
sequential,1000,0.1,0.000010,0.000015,0.0,0.005252,0.0,0.0,0.005278,phoebus
sequential,1000,0.5,0.000008,0.000015,0.0,0.003447,0.0,0.0,0.003471,phoebus
sequential,1000,0.9,0.000009,0.000014,0.0,0.004792,0.0,0.0,0.004816,phoebus
sequential,10000,0.1,0.000012,0.000185,0.0,0.004283,0.0,0.0,0.004482,phoebus
sequential,10000,0.5,0.000019,0.000212,0.0,0.004682,0.0,0.0,0.004914,phoebus
sequential,10000,0.9,0.000008,0.000168,0.0,0.003979,0.0,0.0,0.004156,phoebus
coarse,100,0.1,0.000008,0.000002,0.000126,0.012701,0.000000,0.000001,0.012838,phoebus
coarse,100,0.5,0.000007,0.000002,0.000138,0.011362,0.000000,0.000000,0.011509,phoebus
coarse,100,0.9,0.000007,0.000002,0.000126,0.010871,0.000000,0.000000,0.011006,phoebus
coarse,1000,0.1,0.000010,0.000014,0.000151,0.012212,0.000000,0.000001,0.012388,phoebus
coarse,1000,0.5,0.000008,0.000016,0.000181,0.011387,0.000000,0.000000,0.011592,phoebus
coarse,1000,0.9,0.000007,0.000015,0.000100,0.011048,0.000001,0.000001,0.011172,phoebus
coarse,10000,0.1,0.000007,0.000172,0.000107,0.013282,0.000000,0.000001,0.013569,phoebus
coarse,10000,0.5,0.000007,0.000141,0.000093,0.011926,0.000000,0.000001,0.012168,phoebus
coarse,10000,0.9,0.000008,0.000144,0.000125,0.010423,0.000000,0.000000,0.010700,phoebus
fine,100,0.1,0.000007,0.000004,0.000095,0.020054,0.000001,0.000000,0.020161,phoebus
fine,100,0.5,0.000011,0.000004,0.000137,0.012520,0.000001,0.000000,0.012673,phoebus
fine,100,0.9,0.000007,0.000003,0.000129,0.011505,0.000000,0.000000,0.011644,phoebus
fine,1000,0.1,0.000007,0.000027,0.000098,0.014346,0.000003,0.000000,0.014481,phoebus
fine,1000,0.5,0.000008,0.000044,0.000171,0.013533,0.000003,0.000000,0.013759,phoebus
fine,1000,0.9,0.000008,0.000027,0.000096,0.012961,0.000003,0.000000,0.013095,phoebus
fine,10000,0.1,0.000008,0.000343,0.000121,0.016136,0.000055,0.000001,0.016664,phoebus
fine,10000,0.5,0.000007,0.000315,0.000149,0.013835,0.000055,0.000000,0.014361,phoebus
fine,10000,0.9,0.000010,0.000300,0.000159,0.011348,0.000059,0.000001,0.011877,phoebus
rwlock,100,0.1,0.000009,0.000004,0.000142,0.014642,0.000001,0.000000,0.014798,phoebus
rwlock,100,0.5,0.000007,0.000005,0.000132,0.014188,0.000001,0.000000,0.014333,phoebus
rwlock,100,0.9,0.000007,0.000004,0.000099,0.011144,0.000001,0.000000,0.011255,phoebus
rwlock,1000,0.1,0.000008,0.000034,0.000115,0.016140,0.000003,0.000000,0.016300,phoebus
rwlock,1000,0.5,0.000012,0.000033,0.000157,0.014226,0.000002,0.000000,0.014430,phoebus
rwlock,1000,0.9,0.000008,0.000030,0.000096,0.012091,0.000003,0.000001,0.012229,phoebus
rwlock,10000,0.1,0.000008,0.000320,0.000101,0.016028,0.000056,0.000001,0.016514,phoebus
rwlock,10000,0.5,0.000008,0.000326,0.000124,0.014384,0.000058,0.000001,0.014901,phoebus
rwlock,10000,0.9,0.000022,0.000329,0.000129,0.011258,0.000050,0.000001,0.011789,phoebus
sequential,100,0.1,0.000010,0.000002,0.0,0.002716,0.0,0.0,0.002729,phoebus
sequential,100,0.5,0.000007,0.000003,0.0,0.008427,0.0,0.0,0.008438,phoebus
sequential,100,0.9,0.000010,0.000003,0.0,0.003716,0.0,0.0,0.003730,phoebus
sequential,1000,0.1,0.000007,0.000015,0.0,0.003930,0.0,0.0,0.003954,phoebus
sequential,1000,0.5,0.000008,0.000014,0.0,0.003322,0.0,0.0,0.003346,phoebus
sequential,1000,0.9,0.000008,0.000014,0.0,0.003201,0.0,0.0,0.003224,phoebus
sequential,10000,0.1,0.000007,0.000142,0.0,0.002977,0.0,0.0,0.003128,phoebus
sequential,10000,0.5,0.000010,0.000214,0.0,0.004234,0.0,0.0,0.004459,phoebus
sequential,10000,0.9,0.000010,0.000185,0.0,0.004427,0.0,0.0,0.004623,phoebus
coarse,100,0.1,0.000008,0.000002,0.000194,0.010432,0.000000,0.000000,0.010636,phoebus
coarse,100,0.5,0.000007,0.000002,0.000169,0.010037,0.000000,0.000001,0.010216,phoebus
coarse,100,0.9,0.000009,0.000002,0.001062,0.008420,0.000001,0.000000,0.009494,phoebus
coarse,1000,0.1,0.000013,0.000016,0.000122,0.011452,0.000000,0.000001,0.011604,phoebus
coarse,1000,0.5,0.000007,0.000015,0.000111,0.011841,0.000001,0.000000,0.011975,phoebus
coarse,1000,0.9,0.000008,0.000014,0.000118,0.010707,0.000000,0.000001,0.010848,phoebus
coarse,10000,0.1,0.000008,0.000155,0.000204,0.011906,0.000000,0.000001,0.012274,phoebus
coarse,10000,0.5,0.000008,0.000151,0.000112,0.012846,0.000000,0.000001,0.013118,phoebus
coarse,10000,0.9,0.000007,0.000141,0.000112,0.010183,0.000000,0.000001,0.010444,phoebus
fine,100,0.1,0.000007,0.000003,0.000110,0.014581,0.000001,0.000000,0.014703,phoebus
fine,100,0.5,0.000007,0.000004,0.000107,0.012700,0.000000,0.000000,0.012818,phoebus
fine,100,0.9,0.000007,0.000004,0.000112,0.011593,0.000001,0.000000,0.011717,phoebus
fine,1000,0.1,0.000008,0.000028,0.000105,0.015179,0.000004,0.000000,0.015324,phoebus
fine,1000,0.5,0.000008,0.000027,0.000116,0.013202,0.000003,0.000000,0.013356,phoebus
fine,1000,0.9,0.000007,0.000027,0.000093,0.011701,0.000004,0.000000,0.011832,phoebus
fine,10000,0.1,0.000008,0.000301,0.000170,0.015720,0.000057,0.000000,0.016256,phoebus
fine,10000,0.5,0.000017,0.000331,0.000190,0.014004,0.000058,0.000001,0.014601,phoebus
fine,10000,0.9,0.000008,0.000355,0.000167,0.011535,0.000060,0.000000,0.012125,phoebus
rwlock,100,0.1,0.000007,0.000004,0.000136,0.013861,0.000001,0.000000,0.014009,phoebus
rwlock,100,0.5,0.000007,0.000005,0.000097,0.013019,0.000001,0.000000,0.013129,phoebus
rwlock,100,0.9,0.000006,0.000004,0.000147,0.010793,0.000000,0.000000,0.010950,phoebus
rwlock,1000,0.1,0.000007,0.000030,0.000099,0.015484,0.000003,0.000000,0.015623,phoebus
rwlock,1000,0.5,0.000007,0.000032,0.000094,0.013855,0.000002,0.000000,0.013990,phoebus
rwlock,1000,0.9,0.000007,0.000030,0.000096,0.011687,0.000003,0.000000,0.011823,phoebus
rwlock,10000,0.1,0.000008,0.000345,0.000138,0.016471,0.000082,0.000001,0.017045,phoebus
rwlock,10000,0.5,0.000007,0.000399,0.000102,0.014156,0.000053,0.000000,0.014717,phoebus
rwlock,10000,0.9,0.000007,0.000322,0.000121,0.011672,0.000057,0.000000,0.012179,phoebus
sequential,100,0.1,0.000006,0.000002,0.0,0.002525,0.0,0.0,0.002534,phoebus
sequential,100,0.5,0.000006,0.000003,0.0,0.003098,0.0,0.0,0.003108,phoebus
sequential,100,0.9,0.000007,0.000002,0.0,0.003142,0.0,0.0,0.003152,phoebus
sequential,1000,0.1,0.000007,0.000014,0.0,0.002954,0.0,0.0,0.002976,phoebus
sequential,1000,0.5,0.000020,0.000035,0.0,0.003028,0.0,0.0,0.003085,phoebus
sequential,1000,0.9,0.000009,0.000017,0.0,0.003731,0.0,0.0,0.003759,phoebus
sequential,10000,0.1,0.000012,0.000146,0.0,0.002365,0.0,0.0,0.002523,phoebus
sequential,10000,0.5,0.000011,0.001050,0.0,0.006736,0.0,0.0,0.007798,phoebus
sequential,10000,0.9,0.000012,0.000190,0.0,0.004812,0.0,0.0,0.005016,phoebus
coarse,100,0.1,0.000008,0.000002,0.000100,0.011932,0.000000,0.000001,0.012043,phoebus
coarse,100,0.5,0.000062,0.000003,0.000136,0.011127,0.000000,0.000000,0.011328,phoebus
coarse,100,0.9,0.000007,0.000002,0.000119,0.011181,0.000000,0.000001,0.011310,phoebus
coarse,1000,0.1,0.000008,0.000014,0.000121,0.011705,0.000000,0.000001,0.011849,phoebus
coarse,1000,0.5,0.000009,0.000014,0.000117,0.012582,0.000000,0.000000,0.012722,phoebus
coarse,1000,0.9,0.000010,0.000014,0.000145,0.009942,0.000000,0.000000,0.010111,phoebus
coarse,10000,0.1,0.000007,0.000147,0.000133,0.011300,0.000000,0.000000,0.011587,phoebus
coarse,10000,0.5,0.000007,0.000141,0.000099,0.011981,0.000000,0.000001,0.012230,phoebus
coarse,10000,0.9,0.000007,0.000184,0.000094,0.009778,0.000000,0.000001,0.010064,phoebus
fine,100,0.1,0.000007,0.000003,0.000129,0.011721,0.000001,0.000000,0.011861,phoebus
fine,100,0.5,0.000007,0.000005,0.000206,0.012987,0.000001,0.000000,0.013206,phoebus
fine,100,0.9,0.000006,0.000004,0.000104,0.010634,0.000001,0.000000,0.010749,phoebus
fine,1000,0.1,0.000008,0.000029,0.000094,0.015129,0.000003,0.000000,0.015263,phoebus
fine,1000,0.5,0.000008,0.000028,0.000148,0.014350,0.000003,0.000001,0.014538,phoebus
fine,1000,0.9,0.000008,0.000029,0.000097,0.011245,0.000003,0.000000,0.011382,phoebus
fine,10000,0.1,0.000012,0.000297,0.000156,0.014668,0.000049,0.000001,0.015183,phoebus
fine,10000,0.5,0.000009,0.000299,0.000314,0.013947,0.000067,0.000001,0.014637,phoebus
fine,10000,0.9,0.000011,0.000443,0.001725,0.005554,0.000075,0.000001,0.007809,phoebus
rwlock,100,0.1,0.000032,0.000004,0.000249,0.013567,0.000001,0.000000,0.013853,phoebus
rwlock,100,0.5,0.000032,0.000008,0.000137,0.013690,0.000001,0.000000,0.013868,phoebus
rwlock,100,0.9,0.000007,0.000003,0.000117,0.011868,0.000000,0.000000,0.011995,phoebus
rwlock,1000,0.1,0.000008,0.000030,0.000139,0.015340,0.000002,0.000000,0.015519,phoebus
rwlock,1000,0.5,0.000008,0.000054,0.000103,0.014444,0.000002,0.000000,0.014611,phoebus
rwlock,1000,0.9,0.000008,0.000033,0.000103,0.011412,0.000004,0.000000,0.011560,phoebus
rwlock,10000,0.1,0.000010,0.000328,0.000120,0.016884,0.000054,0.000000,0.017396,phoebus
rwlock,10000,0.5,0.000008,0.000344,0.000217,0.014001,0.000062,0.000001,0.014633,phoebus
rwlock,10000,0.9,0.000007,0.000317,0.000093,0.012545,0.000054,0.000001,0.013017,phoebus
